date_received,product,subproduct,issue,subissue,consumer_complaint_narrative,company_public_response,company_name,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id
5/1/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,ERC,PA,18109,,,Fax,5/5/2015,Closed with non-monetary relief,TRUE,TRUE,1357219
9/18/2021,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,ERC,CA,90043.0,,Consent not provided,Web,9/18/2021,Closed with explanation,TRUE,,4732916
7/16/2015,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,ERC,NM,87508,,,Referral,7/22/2015,Closed with explanation,TRUE,FALSE,1472935
10/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,ERC,TX,78660,,,Web,10/21/2013,Closed with non-monetary relief,TRUE,FALSE,561525
1/24/2017,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,ERC,GA,30316,,Consent not provided,Web,1/24/2017,Closed,TRUE,FALSE,2308245
2/24/2019,Debt collection,Other debt,Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,ERC,TN,37777.0,,Consent not provided,Web,2/24/2019,Closed with explanation,TRUE,,3161388
11/22/2019,Debt collection,Other debt,Communication tactics,Frequent or repeated calls,This account was paid in full the XXXX XXXX XXXX website,Company believes it acted appropriately as authorized by contract or law,ERC,VA,20153.0,,Consent provided,Web,11/22/2019,Closed with explanation,TRUE,,3447775
3/23/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,ERC,GA,30058,,Consent not provided,Web,3/23/2017,Closed,TRUE,FALSE,2398473
6/23/2021,Debt collection,Other debt,Communication tactics,Frequent or repeated calls,,,ERC,PA,19139.0,,Consent not provided,Web,6/23/2021,Closed with explanation,TRUE,,4486186
9/16/2014,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,ERC,TN,37756,,,Web,9/16/2014,Closed with non-monetary relief,TRUE,FALSE,1031389
3/31/2015,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,They have called my cell XXXX times and only let the phone ring XXXX before hanging up.,Company believes it acted appropriately as authorized by contract or law,ERC,LA,70471,,Consent provided,Web,4/7/2015,Closed with non-monetary relief,TRUE,FALSE,1308845
1/24/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,ERC,TX,76107,,,Web,1/28/2015,Closed with explanation,TRUE,FALSE,1208011
4/3/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,They are calling daily demanding payment on something I know nothing about. I do n't know what ERC is or why I 'm being harassed.,Company believes it acted appropriately as authorized by contract or law,ERC,TX,77485,,Consent provided,Web,4/3/2017,Closed with explanation,TRUE,FALSE,2415630
